jd_id,job_title,max_score,avg_top5
123,Node js developer,10.64,9.508000000000001
1462,Flutter Developer,10.86,9.505999999999998
43,Wordpress Developer,10.64,9.494
2118,Django Developer,13.88,9.492
1077,Flutter Developer,14.36,9.49
1800,PHP Developer,12.0,9.488
781,Django Developer,10.91,9.488
226,Database Administrator,10.53,9.486
1616,Database Administrator,10.97,9.48
2262,Backend Developer,12.18,9.472000000000001
2004,Django Developer,13.96,9.468
1944,Network Administrator,13.02,9.468
31,PHP Developer,12.31,9.458
854,Software Engineer,12.05,9.456
810,Wordpress Developer,12.66,9.452
1160,Node js developer,10.74,9.450000000000001
1278,Network Administrator,16.23,9.447999999999999
1542,iOS Developer,11.97,9.440000000000001
617,iOS Developer,11.6,9.437999999999999
641,Java Developer,11.78,9.436
1532,DevOps Engineer,15.86,9.428
1647,Software Engineer,15.4,9.428
652,Flutter Developer,9.98,9.420000000000002
677,Network Administrator,12.31,9.42
300,JavaScript Developer,12.37,9.411999999999999
597,Backend Developer,11.66,9.41
2075,DevOps Engineer,18.19,9.404
651,iOS Developer,10.94,9.388
198,iOS Developer,10.94,9.388
223,Django Developer,13.49,9.378
906,PHP Developer,15.31,9.376000000000001
1373,Flutter Developer,13.09,9.373999999999999
778,iOS Developer,11.89,9.372
1583,Java Developer,14.22,9.37
557,Full Stack Developer,11.93,9.366
819,Machine Learning,11.1,9.358
1259,Django Developer,11.71,9.356
1119,PHP Developer,12.87,9.354
1598,Wordpress Developer,13.56,9.348
2037,Django Developer,16.75,9.347999999999999
151,Network Administrator,16.18,9.344
2016,iOS Developer,14.39,9.338000000000001
1433,Django Developer,13.67,9.324000000000002
1943,PHP Developer,10.78,9.324
1982,Software Engineer,10.77,9.324
1951,Software Engineer,11.06,9.318
656,JavaScript Developer,11.47,9.318
1986,Node js developer,11.7,9.313999999999998
614,Node js developer,13.44,9.312
507,Software Engineer,16.9,9.309999999999999
463,DevOps Engineer,16.9,9.309999999999999
1896,Backend Developer,10.97,9.304
1410,DevOps Engineer,11.75,9.302000000000001
519,Flutter Developer,11.59,9.3
1485,Software Engineer,16.56,9.296
2001,Django Developer,14.03,9.286000000000001
81,Flutter Developer,9.63,9.286
434,Flutter Developer,10.86,9.286
415,iOS Developer,12.45,9.274000000000001
803,Software Engineer,11.42,9.264
1143,Java Developer,14.56,9.262
1788,Django Developer,14.43,9.25
1405,DevOps Engineer,9.67,9.248000000000001
2136,Django Developer,10.45,9.248
835,Flutter Developer,10.77,9.242
968,Flutter Developer,13.97,9.224
2218,Network Administrator,14.56,9.222
1298,PHP Developer,10.64,9.22
1134,PHP Developer,12.95,9.214
713,Backend Developer,10.93,9.198
1526,Backend Developer,11.67,9.196
1111,Flutter Developer,10.29,9.190000000000001
1334,JavaScript Developer,10.11,9.19
628,DevOps Engineer,14.41,9.188
587,Backend Developer,18.57,9.187999999999999
1073,Django Developer,12.4,9.187999999999999
1584,Software Engineer,10.6,9.184
717,Flutter Developer,13.88,9.18
1707,JavaScript Developer,14.35,9.178
2100,Flutter Developer,10.3,9.178
807,Network Administrator,12.8,9.17
474,Django Developer,11.93,9.16
1386,Node js developer,13.2,9.152
983,Django Developer,17.01,9.148
985,JavaScript Developer,11.25,9.142
583,Java Developer,10.82,9.14
1301,Software Engineer,10.97,9.14
833,Machine Learning,15.37,9.134
1252,JavaScript Developer,13.09,9.134
95,Full Stack Developer,11.32,9.128
1141,Node js developer,12.87,9.127999999999998
1350,DevOps Engineer,11.73,9.124
564,Software Engineer,13.12,9.116
2165,iOS Developer,13.01,9.104000000000001
521,Django Developer,10.58,9.1
2196,Java Developer,12.03,9.094
584,DevOps Engineer,10.16,9.088
1150,Flutter Developer,9.65,9.081999999999999
1418,iOS Developer,11.96,9.07
122,JavaScript Developer,13.49,9.063999999999998
1759,Backend Developer,10.37,9.062000000000001
1859,iOS Developer,11.27,9.052000000000001
640,Java Developer,13.65,9.05
1929,Full Stack Developer,10.62,9.049999999999999
1749,Software Engineer,12.47,9.046
1206,DevOps Engineer,10.38,9.044
397,PHP Developer,11.73,9.044
971,Backend Developer,10.74,9.024000000000001
1830,Backend Developer,14.4,9.017999999999999
726,JavaScript Developer,10.5,9.014
1714,JavaScript Developer,14.75,9.014
2129,Machine Learning,12.41,9.012
538,Network Administrator,13.11,9.012
2162,iOS Developer,15.28,9.01
42,Java Developer,12.9,9.008
384,PHP Developer,10.65,8.99
247,PHP Developer,11.4,8.976
1079,Backend Developer,9.28,8.974
25,iOS Developer,12.14,8.974
1934,DevOps Engineer,15.88,8.964
1161,Network Administrator,14.79,8.944
1130,Software Engineer,9.72,8.942
1389,Software Engineer,11.43,8.940000000000001
504,Java Developer,10.91,8.940000000000001
2061,Machine Learning,11.37,8.934000000000001
403,Flutter Developer,10.84,8.934000000000001
757,Node js developer,11.48,8.924
2159,Flutter Developer,10.9,8.924
2228,Network Administrator,14.1,8.918000000000001
1535,Software Engineer,11.74,8.914
2048,Backend Developer,11.18,8.91
136,Full Stack Developer,9.37,8.91
824,Network Administrator,15.97,8.91
237,PHP Developer,9.46,8.904
489,PHP Developer,10.22,8.898
1828,Java Developer,9.89,8.895999999999999
2011,Django Developer,12.12,8.886
361,Network Administrator,16.98,8.884
1294,Wordpress Developer,12.07,8.882000000000001
1126,Java Developer,13.28,8.882
1704,iOS Developer,10.71,8.879999999999999
110,Backend Developer,12.29,8.876000000000001
117,PHP Developer,13.71,8.876
1401,Java Developer,13.25,8.866
1807,Backend Developer,10.02,8.862
920,iOS Developer,11.12,8.862
1832,Node js developer,13.8,8.856
2172,Database Administrator,12.79,8.854
879,DevOps Engineer,10.99,8.846
313,Software Engineer,9.65,8.838
82,Full Stack Developer,12.45,8.834
706,Django Developer,9.92,8.832
913,Node js developer,16.58,8.831999999999999
802,Software Engineer,14.36,8.831999999999999
1494,Backend Developer,12.68,8.83
365,Flutter Developer,10.84,8.826
2150,Node js developer,10.09,8.826
1755,Flutter Developer,10.38,8.824000000000002
84,Software Engineer,14.3,8.814
1817,Node js developer,11.23,8.81
468,PHP Developer,10.51,8.803999999999998
1225,Flutter Developer,11.43,8.802
389,Java Developer,10.61,8.802
513,Machine Learning,12.51,8.8
1275,Wordpress Developer,9.86,8.8
1806,Software Engineer,11.17,8.790000000000001
231,Java Developer,11.17,8.790000000000001
709,Java Developer,11.81,8.782
582,Flutter Developer,9.67,8.778
88,Database Administrator,9.62,8.778
35,DevOps Engineer,12.16,8.774
916,iOS Developer,10.71,8.762
639,Wordpress Developer,13.71,8.761999999999999
128,JavaScript Developer,12.37,8.76
1271,Database Administrator,14.05,8.751999999999999
1122,iOS Developer,10.88,8.748000000000001
1197,PHP Developer,13.13,8.746
1464,PHP Developer,12.51,8.745999999999999
1581,Software Engineer,15.3,8.742
1279,Full Stack Developer,9.37,8.736
1456,Flutter Developer,11.0,8.734
1529,iOS Developer,11.29,8.728
776,Network Administrator,15.23,8.726000000000003
366,DevOps Engineer,11.34,8.724
1229,iOS Developer,11.1,8.718
897,Wordpress Developer,10.86,8.716000000000001
1576,iOS Developer,11.11,8.716
1536,Django Developer,10.4,8.714
10,Database Administrator,14.04,8.712
1917,JavaScript Developer,12.9,8.698
1178,Software Engineer,12.15,8.698
1928,Node js developer,14.92,8.696000000000002
615,Wordpress Developer,9.31,8.693999999999999
2269,Node js developer,14.22,8.687999999999999
1127,PHP Developer,13.19,8.684
1110,DevOps Engineer,14.7,8.681999999999999
1367,Backend Developer,10.27,8.669999999999998
574,Software Engineer,12.44,8.666
1846,Database Administrator,10.62,8.66
270,iOS Developer,9.55,8.652000000000001
2271,DevOps Engineer,9.96,8.65
912,Django Developer,14.3,8.646
1219,DevOps Engineer,10.46,8.644
48,iOS Developer,13.2,8.644
693,Backend Developer,9.98,8.642000000000001
449,Node js developer,12.24,8.636
404,PHP Developer,10.89,8.636
1474,Node js developer,9.79,8.634
1446,iOS Developer,10.79,8.63
353,PHP Developer,14.61,8.623999999999999
2242,Machine Learning,12.28,8.62
1632,Java Developer,13.07,8.617999999999999
1045,DevOps Engineer,12.19,8.613999999999999
1718,Node js developer,13.35,8.612
411,Backend Developer,9.37,8.61
32,PHP Developer,11.86,8.604
890,Machine Learning,10.7,8.604
2119,Database Administrator,11.75,8.597999999999999
243,Django Developer,13.62,8.596
794,Java Developer,12.07,8.581999999999999
1605,PHP Developer,9.96,8.581999999999999
927,Node js developer,12.89,8.58
963,Django Developer,11.54,8.578
2221,JavaScript Developer,10.72,8.578
2151,Network Administrator,11.43,8.575999999999999
1434,Flutter Developer,10.44,8.572000000000001
374,Java Developer,11.72,8.565999999999999
442,Network Administrator,12.08,8.562000000000001
2236,PHP Developer,13.1,8.562
2121,Backend Developer,12.44,8.559999999999999
1810,Node js developer,12.84,8.558
281,Software Engineer,10.85,8.54
1935,Software Engineer,13.31,8.535999999999998
1514,Java Developer,10.95,8.533999999999999
1365,PHP Developer,13.99,8.532
560,Java Developer,12.69,8.53
688,PHP Developer,10.06,8.514
636,Wordpress Developer,10.25,8.514
698,Java Developer,12.38,8.502
155,iOS Developer,10.14,8.494
2201,JavaScript Developer,9.11,8.482
673,Network Administrator,9.97,8.48
217,Network Administrator,9.97,8.48
715,Database Administrator,9.73,8.478
508,iOS Developer,9.47,8.476
158,Node js developer,10.81,8.474
697,JavaScript Developer,17.82,8.472
1888,Database Administrator,9.75,8.472
251,Software Engineer,11.81,8.468
1733,Full Stack Developer,12.41,8.466
227,Network Administrator,14.19,8.464
1082,Network Administrator,10.79,8.462
1711,DevOps Engineer,13.27,8.462
1282,Flutter Developer,11.69,8.456
1050,JavaScript Developer,9.36,8.45
1109,DevOps Engineer,11.41,8.446000000000002
1842,Machine Learning,11.91,8.442
1744,JavaScript Developer,10.53,8.442
966,iOS Developer,10.53,8.431999999999999
588,Java Developer,11.04,8.426
1095,DevOps Engineer,12.75,8.422
133,DevOps Engineer,16.98,8.422
630,Backend Developer,12.71,8.416
2024,Node js developer,10.67,8.414
190,Wordpress Developer,9.77,8.41
2187,Software Engineer,10.63,8.402000000000001
1962,Machine Learning,11.44,8.4
815,Node js developer,9.18,8.39
821,Django Developer,12.21,8.39
1619,Full Stack Developer,15.1,8.388000000000002
277,Java Developer,9.72,8.388
168,Machine Learning,9.44,8.386000000000001
240,JavaScript Developer,17.9,8.382
1371,JavaScript Developer,17.9,8.382
1333,Machine Learning,10.2,8.378
1891,JavaScript Developer,12.59,8.364
1900,iOS Developer,8.67,8.356
2000,PHP Developer,13.36,8.352
1589,Database Administrator,10.87,8.352
2244,Backend Developer,11.33,8.348000000000003
221,Django Developer,10.01,8.348
1201,Database Administrator,15.01,8.346
1307,Node js developer,9.34,8.346
714,Django Developer,10.78,8.344
107,PHP Developer,16.45,8.336
2078,Software Engineer,12.75,8.332
1977,Django Developer,15.56,8.332
1839,Network Administrator,24.52,8.328
253,Java Developer,10.29,8.325999999999999
1445,iOS Developer,9.94,8.324
1476,Django Developer,12.48,8.318
1795,Django Developer,13.16,8.315999999999999
1978,Machine Learning,11.06,8.314
872,DevOps Engineer,16.7,8.313999999999998
2135,PHP Developer,10.65,8.312000000000001
1835,Node js developer,10.97,8.312000000000001
1811,JavaScript Developer,10.62,8.31
607,Software Engineer,13.12,8.309999999999999
1321,Node js developer,12.96,8.309999999999999
960,Backend Developer,10.97,8.308
839,DevOps Engineer,14.62,8.306000000000001
1407,Node js developer,14.54,8.303999999999998
1256,Software Engineer,9.78,8.303999999999998
1007,iOS Developer,11.51,8.302
816,Django Developer,14.64,8.302
2158,iOS Developer,13.75,8.297999999999998
210,Backend Developer,12.21,8.292000000000002
1487,Wordpress Developer,9.7,8.291999999999998
1864,Machine Learning,9.05,8.288
976,Backend Developer,12.2,8.284
939,Software Engineer,9.37,8.282
774,iOS Developer,12.38,8.282
509,Network Administrator,13.9,8.282
1318,Software Engineer,13.44,8.280000000000001
119,JavaScript Developer,8.69,8.278
1965,Backend Developer,8.8,8.276
1415,JavaScript Developer,9.78,8.276
342,Full Stack Developer,12.38,8.276
2019,Network Administrator,12.49,8.272
1031,Full Stack Developer,10.21,8.268
1054,iOS Developer,9.8,8.266000000000002
804,PHP Developer,12.1,8.266
949,Software Engineer,10.3,8.264
1661,Java Developer,10.0,8.262
1322,Node js developer,12.79,8.26
421,Machine Learning,11.05,8.26
1562,Backend Developer,11.23,8.258000000000001
326,Full Stack Developer,9.48,8.256
1260,Machine Learning,9.54,8.254000000000001
665,Software Engineer,13.77,8.251999999999999
523,Machine Learning,11.13,8.250000000000002
85,Machine Learning,12.87,8.248000000000001
52,Java Developer,11.2,8.248
1231,Node js developer,14.86,8.248
561,DevOps Engineer,12.84,8.248
1596,Backend Developer,10.43,8.246
325,Flutter Developer,12.38,8.246
1597,Java Developer,12.9,8.242
1573,iOS Developer,10.03,8.232000000000001
664,Flutter Developer,11.78,8.232
118,Backend Developer,12.13,8.226
680,Machine Learning,15.34,8.222000000000001
1251,Full Stack Developer,9.86,8.222
1708,PHP Developer,11.03,8.216000000000001
1195,Full Stack Developer,13.53,8.213999999999999
1117,Node js developer,12.14,8.21
2192,Node js developer,9.37,8.206
2104,Database Administrator,8.85,8.202000000000002
1765,Java Developer,9.9,8.200000000000001
755,Django Developer,11.49,8.197999999999999
332,Software Engineer,12.11,8.196000000000002
9,Software Engineer,12.76,8.193999999999999
235,Machine Learning,10.58,8.193999999999999
2086,Full Stack Developer,9.76,8.186
605,Machine Learning,10.65,8.184000000000001
1825,JavaScript Developer,12.87,8.181999999999999
44,Node js developer,16.67,8.178
1058,Full Stack Developer,8.82,8.17
1034,PHP Developer,11.24,8.168000000000001
322,Software Engineer,12.48,8.168000000000001
992,Wordpress Developer,9.1,8.168000000000001
234,Java Developer,13.79,8.168
113,Java Developer,21.75,8.166
838,Node js developer,12.37,8.16
1403,Java Developer,10.04,8.16
1601,iOS Developer,11.18,8.156
988,Wordpress Developer,10.5,8.156
1442,Java Developer,11.31,8.152
1276,PHP Developer,10.67,8.15
1009,Network Administrator,15.7,8.146
704,Full Stack Developer,8.79,8.143999999999998
1724,Machine Learning,9.68,8.142
762,iOS Developer,10.23,8.132000000000001
104,Java Developer,11.71,8.13
8,DevOps Engineer,10.92,8.128
139,PHP Developer,11.8,8.122
692,Flutter Developer,11.65,8.117999999999999
349,JavaScript Developer,10.3,8.114
543,iOS Developer,10.73,8.114
269,iOS Developer,9.62,8.112
58,DevOps Engineer,10.38,8.108
456,PHP Developer,9.93,8.107999999999999
853,DevOps Engineer,9.52,8.105999999999998
924,Django Developer,10.03,8.104
1666,Django Developer,9.41,8.1
6,Full Stack Developer,8.79,8.1
121,Django Developer,11.11,8.097999999999999
518,Java Developer,10.39,8.086
1341,Database Administrator,12.9,8.084
407,Network Administrator,12.95,8.078
2239,DevOps Engineer,11.12,8.076
1673,Wordpress Developer,10.52,8.07
2096,Backend Developer,8.66,8.068000000000001
1786,iOS Developer,8.66,8.068000000000001
647,Machine Learning,9.48,8.062000000000001
791,Machine Learning,9.6,8.059999999999999
1000,Node js developer,9.68,8.059999999999999
1808,iOS Developer,13.54,8.053999999999998
7,JavaScript Developer,10.45,8.053999999999998
2112,JavaScript Developer,10.3,8.041999999999998
1268,JavaScript Developer,10.61,8.040000000000001
150,Django Developer,10.31,8.032
1822,Software Engineer,8.7,8.030000000000001
1558,PHP Developer,9.72,8.026
1757,Database Administrator,10.52,8.026
1622,Backend Developer,9.4,8.02
635,DevOps Engineer,11.86,8.016
571,iOS Developer,9.5,8.010000000000002
1893,JavaScript Developer,9.27,8.008
1030,Wordpress Developer,8.89,8.006
352,Full Stack Developer,11.85,8.006
1234,Flutter Developer,8.58,8.004000000000001
1895,Software Engineer,10.89,7.998
1027,Network Administrator,16.17,7.997999999999999
763,iOS Developer,11.49,7.994
1820,Wordpress Developer,9.72,7.986
1938,Database Administrator,13.3,7.976000000000002
1669,Backend Developer,11.66,7.976000000000001
1132,iOS Developer,10.15,7.975999999999999
907,Flutter Developer,10.32,7.975999999999999
1500,PHP Developer,11.19,7.9719999999999995
2051,Database Administrator,9.92,7.969999999999999
800,Node js developer,12.38,7.964
1660,Backend Developer,8.68,7.958
1342,DevOps Engineer,11.34,7.952
1737,JavaScript Developer,16.8,7.948
1801,Node js developer,9.79,7.943999999999998
1548,Software Engineer,12.76,7.934
1413,Database Administrator,9.92,7.9319999999999995
993,Django Developer,10.52,7.929999999999998
420,Database Administrator,12.25,7.928
678,PHP Developer,9.83,7.926
380,Wordpress Developer,9.83,7.926
1606,Java Developer,11.31,7.925999999999999
2199,Django Developer,13.19,7.9239999999999995
670,PHP Developer,9.21,7.920000000000002
470,Machine Learning,11.08,7.92
1356,Backend Developer,8.59,7.917999999999999
545,Machine Learning,10.5,7.9159999999999995
830,Software Engineer,9.09,7.9159999999999995
895,Django Developer,9.13,7.912000000000001
2120,Full Stack Developer,16.86,7.912000000000001
2065,Java Developer,9.96,7.906000000000001
944,Flutter Developer,9.5,7.906000000000001
2195,Flutter Developer,10.89,7.904000000000001
1736,Software Engineer,13.09,7.897999999999999
957,DevOps Engineer,9.24,7.886
1868,Software Engineer,9.64,7.886
291,Node js developer,9.11,7.883999999999999
1611,DevOps Engineer,8.52,7.882
2010,Machine Learning,8.74,7.882
1720,Django Developer,9.91,7.88
497,Django Developer,13.81,7.88
2035,JavaScript Developer,10.43,7.878
2194,Java Developer,8.52,7.878
1886,Flutter Developer,8.39,7.878
381,Node js developer,8.37,7.8759999999999994
467,Django Developer,9.75,7.861999999999999
1002,Machine Learning,8.64,7.859999999999999
1587,PHP Developer,8.9,7.858000000000001
383,Java Developer,9.86,7.856
443,Machine Learning,10.68,7.853999999999999
1738,Java Developer,9.4,7.851999999999999
1898,Wordpress Developer,9.35,7.85
1210,JavaScript Developer,12.02,7.849999999999999
1599,JavaScript Developer,9.96,7.8420000000000005
1954,Network Administrator,8.51,7.841999999999999
100,Machine Learning,10.11,7.836
398,Backend Developer,10.72,7.8340000000000005
15,Java Developer,8.68,7.833999999999999
866,Software Engineer,15.8,7.828
348,Java Developer,8.76,7.8260000000000005
596,Software Engineer,9.4,7.8180000000000005
170,PHP Developer,10.26,7.816
1237,Django Developer,8.45,7.811999999999999
995,JavaScript Developer,9.82,7.81
1480,DevOps Engineer,14.07,7.81
1646,Django Developer,10.4,7.808
29,JavaScript Developer,9.28,7.807999999999998
1512,DevOps Engineer,9.43,7.803999999999999
1328,Full Stack Developer,8.34,7.799999999999999
51,DevOps Engineer,11.92,7.797999999999999
747,JavaScript Developer,11.53,7.796000000000001
1040,Network Administrator,13.46,7.796000000000001
766,Machine Learning,9.67,7.794
178,Django Developer,9.67,7.792
378,Backend Developer,11.2,7.792
2140,Database Administrator,9.66,7.786000000000001
64,iOS Developer,9.92,7.781999999999999
1340,Backend Developer,11.31,7.779999999999999
1890,Machine Learning,11.12,7.7780000000000005
1032,Database Administrator,8.32,7.7780000000000005
1067,Django Developer,9.12,7.776000000000001
1913,Java Developer,10.56,7.773999999999999
1172,JavaScript Developer,14.41,7.773999999999999
418,Wordpress Developer,8.91,7.7700000000000005
1884,iOS Developer,9.08,7.764
205,Wordpress Developer,9.87,7.7639999999999985
337,iOS Developer,9.64,7.7639999999999985
1644,Java Developer,11.67,7.7620000000000005
436,iOS Developer,10.04,7.7620000000000005
1716,DevOps Engineer,14.43,7.761999999999999
1723,Java Developer,10.7,7.7559999999999985
208,Backend Developer,9.8,7.752000000000001
1853,DevOps Engineer,12.44,7.752
831,Wordpress Developer,8.92,7.746
262,Full Stack Developer,9.79,7.742
105,JavaScript Developer,9.04,7.742
282,Java Developer,11.96,7.738000000000001
1168,Database Administrator,10.03,7.734
1499,Network Administrator,12.6,7.732000000000001
492,iOS Developer,9.32,7.730000000000001
1314,DevOps Engineer,11.02,7.716000000000001
1843,Backend Developer,10.28,7.715999999999999
978,JavaScript Developer,10.75,7.709999999999999
129,Full Stack Developer,9.42,7.703999999999999
1412,DevOps Engineer,9.13,7.702000000000001
2057,Network Administrator,11.91,7.698
798,PHP Developer,9.97,7.698
1664,Software Engineer,14.81,7.697999999999999
1022,PHP Developer,12.02,7.696
2207,Database Administrator,8.04,7.696
809,Flutter Developer,11.9,7.694000000000001
1081,Wordpress Developer,8.59,7.694
1491,Backend Developer,14.0,7.692
1571,Wordpress Developer,10.0,7.69
2266,Machine Learning,9.24,7.69
962,PHP Developer,8.66,7.688
1653,Full Stack Developer,9.47,7.686
2214,Full Stack Developer,8.72,7.684
1284,Software Engineer,10.19,7.6800000000000015
451,Software Engineer,10.87,7.68
1396,Node js developer,8.6,7.68
790,Java Developer,8.09,7.68
531,Flutter Developer,8.96,7.676
465,Flutter Developer,11.52,7.675999999999999
181,Backend Developer,11.52,7.675999999999999
363,Full Stack Developer,9.21,7.674000000000001
177,Software Engineer,11.83,7.6739999999999995
818,Node js developer,9.69,7.6659999999999995
1939,Backend Developer,8.7,7.661999999999999
1457,Django Developer,10.78,7.661999999999999
917,Backend Developer,13.9,7.659999999999999
1766,Java Developer,12.3,7.656000000000001
1947,Flutter Developer,11.23,7.655999999999999
2108,Java Developer,12.32,7.653999999999999
1444,DevOps Engineer,11.87,7.651999999999999
611,Node js developer,8.61,7.651999999999999
1380,Java Developer,8.88,7.65
1241,Wordpress Developer,9.27,7.647999999999999
817,Backend Developer,8.4,7.642
986,Django Developer,9.41,7.640000000000001
2101,Database Administrator,9.03,7.638
238,Flutter Developer,10.05,7.632000000000001
1028,iOS Developer,11.06,7.632
1291,Flutter Developer,12.19,7.63
752,iOS Developer,9.19,7.628
344,Software Engineer,11.7,7.628
1443,iOS Developer,7.98,7.628
2090,Wordpress Developer,9.67,7.611999999999999
1481,Java Developer,10.02,7.608000000000001
554,Wordpress Developer,13.29,7.605999999999999
901,Django Developer,11.08,7.604000000000001
2273,Full Stack Developer,9.98,7.6
296,DevOps Engineer,12.74,7.597999999999999
767,iOS Developer,11.72,7.593999999999999
1439,Node js developer,8.7,7.590000000000001
1460,Software Engineer,10.02,7.586
604,Flutter Developer,8.1,7.5840000000000005
1697,Wordpress Developer,9.83,7.5840000000000005
1406,Network Administrator,11.59,7.582000000000001
1281,Node js developer,8.73,7.578
1551,Wordpress Developer,8.66,7.578
1600,Backend Developer,9.01,7.5760000000000005
1782,Backend Developer,8.26,7.574
272,iOS Developer,8.68,7.572
161,Software Engineer,9.44,7.568
1650,Network Administrator,12.78,7.564
62,DevOps Engineer,8.38,7.564
735,iOS Developer,9.16,7.562
430,Django Developer,9.71,7.562
