resume_id,score,coverage,decision
2069,14.13,0.33,Rejected
407,14.12,0.33,Rejected
1522,14.12,0.27,Rejected
1287,14.12,0.33,Rejected
920,14.12,0.33,Rejected
910,14.1,0.27,Rejected
1362,14.1,0.33,Rejected
548,14.09,0.33,Rejected
1830,14.09,0.33,Rejected
658,14.09,0.33,Rejected
100,14.08,0.33,Rejected
978,14.08,0.33,Rejected
1567,14.08,0.33,Rejected
1350,14.07,0.33,Rejected
902,14.07,0.33,Rejected
934,14.07,0.33,Rejected
255,14.05,0.33,Rejected
2291,14.04,0.33,Rejected
2268,14.04,0.33,Rejected
1773,14.01,0.33,Rejected
955,14.0,0.27,Rejected
2387,13.99,0.33,Rejected
1874,13.98,0.33,Rejected
2018,13.98,0.27,Rejected
1666,13.97,0.33,Rejected
612,13.95,0.33,Rejected
1045,13.95,0.27,Rejected
713,13.94,0.33,Rejected
1358,13.93,0.33,Rejected
2411,13.92,0.33,Rejected
1782,13.91,0.27,Rejected
48,13.9,0.27,Rejected
292,13.9,0.33,Rejected
2269,13.89,0.33,Rejected
847,13.89,0.33,Rejected
462,13.89,0.33,Rejected
1017,13.88,0.27,Rejected
257,13.88,0.27,Rejected
1226,13.87,0.27,Rejected
2058,13.85,0.33,Rejected
1918,13.85,0.33,Rejected
2172,13.83,0.33,Rejected
386,13.83,0.2,Rejected
8,13.82,0.33,Rejected
2180,13.81,0.33,Rejected
1887,13.81,0.33,Rejected
2282,13.79,0.33,Rejected
1225,13.77,0.33,Rejected
1411,13.76,0.33,Rejected
1542,13.75,0.33,Rejected
2408,13.73,0.33,Rejected
584,13.73,0.27,Rejected
363,13.72,0.33,Rejected
1514,13.71,0.33,Rejected
2416,13.7,0.33,Rejected
1607,13.69,0.33,Rejected
157,13.68,0.27,Rejected
1479,13.68,0.27,Rejected
507,13.67,0.27,Rejected
277,13.66,0.27,Rejected
1234,13.65,0.27,Rejected
1549,13.64,0.27,Rejected
1992,13.62,0.27,Rejected
534,13.59,0.33,Rejected
1550,13.59,0.27,Rejected
1375,13.59,0.33,Rejected
1496,13.58,0.27,Rejected
807,13.58,0.33,Rejected
857,13.58,0.33,Rejected
2323,13.57,0.33,Rejected
595,13.55,0.27,Rejected
2470,13.51,0.27,Rejected
1141,13.45,0.27,Rejected
2357,13.45,0.27,Rejected
1811,13.44,0.33,Rejected
495,13.44,0.27,Rejected
592,13.44,0.27,Rejected
2223,13.43,0.27,Rejected
1133,13.42,0.27,Rejected
2150,13.41,0.27,Rejected
949,13.39,0.27,Rejected
2473,13.39,0.27,Rejected
2094,13.33,0.33,Rejected
642,13.29,0.27,Rejected
1114,13.23,0.27,Rejected
1523,13.22,0.27,Rejected
2261,13.22,0.27,Rejected
709,13.22,0.27,Rejected
1926,13.21,0.27,Rejected
2079,13.19,0.27,Rejected
76,13.19,0.27,Rejected
579,13.17,0.27,Rejected
630,13.17,0.27,Rejected
53,13.17,0.27,Rejected
98,13.16,0.27,Rejected
1676,13.15,0.27,Rejected
640,13.14,0.27,Rejected
585,13.14,0.27,Rejected
720,13.14,0.27,Rejected
2013,13.13,0.27,Rejected
85,13.13,0.27,Rejected
2330,13.12,0.27,Rejected
613,13.1,0.27,Rejected
1934,13.1,0.27,Rejected
49,13.07,0.27,Rejected
2122,13.07,0.27,Rejected
1036,13.06,0.27,Rejected
1984,13.06,0.27,Rejected
1052,13.05,0.27,Rejected
909,13.05,0.27,Rejected
2322,13.04,0.27,Rejected
1560,13.03,0.27,Rejected
839,13.02,0.27,Rejected
1784,13.01,0.27,Rejected
1348,12.99,0.27,Rejected
1988,12.99,0.27,Rejected
853,12.96,0.27,Rejected
362,12.93,0.27,Rejected
219,12.91,0.27,Rejected
397,12.91,0.27,Rejected
2455,12.89,0.27,Rejected
1132,12.88,0.27,Rejected
150,12.87,0.27,Rejected
1974,12.86,0.27,Rejected
1702,12.86,0.27,Rejected
1035,12.85,0.27,Rejected
2337,12.84,0.27,Rejected
694,12.82,0.27,Rejected
1014,12.82,0.27,Rejected
2149,12.81,0.27,Rejected
569,12.8,0.27,Rejected
1429,12.77,0.27,Rejected
450,12.77,0.27,Rejected
383,12.77,0.27,Rejected
323,12.76,0.27,Rejected
324,12.76,0.27,Rejected
2251,12.75,0.27,Rejected
1500,12.74,0.27,Rejected
72,12.74,0.27,Rejected
974,12.71,0.27,Rejected
1175,12.71,0.27,Rejected
1890,12.71,0.27,Rejected
1726,12.7,0.27,Rejected
57,12.7,0.27,Rejected
1839,12.7,0.27,Rejected
1601,12.68,0.27,Rejected
269,12.67,0.27,Rejected
227,12.67,0.27,Rejected
1711,12.66,0.27,Rejected
1237,12.65,0.27,Rejected
1393,12.64,0.27,Rejected
285,12.63,0.27,Rejected
2146,12.61,0.27,Rejected
1886,12.61,0.27,Rejected
884,12.6,0.27,Rejected
1865,12.6,0.27,Rejected
1582,12.59,0.27,Rejected
1949,12.59,0.27,Rejected
641,12.58,0.27,Rejected
2262,12.58,0.27,Rejected
2127,12.55,0.27,Rejected
117,12.55,0.27,Rejected
648,12.54,0.27,Rejected
2280,12.53,0.27,Rejected
1675,12.52,0.27,Rejected
804,12.49,0.27,Rejected
649,12.49,0.27,Rejected
2044,12.46,0.27,Rejected
333,12.46,0.27,Rejected
1912,12.46,0.27,Rejected
780,12.45,0.27,Rejected
329,12.44,0.27,Rejected
2296,12.43,0.27,Rejected
68,12.43,0.27,Rejected
1621,12.43,0.27,Rejected
1650,12.42,0.27,Rejected
1569,12.42,0.27,Rejected
741,12.42,0.27,Rejected
825,12.41,0.27,Rejected
841,12.39,0.27,Rejected
1305,12.38,0.27,Rejected
800,12.38,0.27,Rejected
1206,12.37,0.27,Rejected
1059,12.36,0.27,Rejected
1149,12.33,0.27,Rejected
104,12.33,0.27,Rejected
850,12.33,0.27,Rejected
480,12.33,0.27,Rejected
1122,12.33,0.27,Rejected
2028,12.32,0.27,Rejected
794,12.32,0.27,Rejected
1519,12.3,0.27,Rejected
1513,12.3,0.27,Rejected
2361,12.29,0.27,Rejected
1311,12.29,0.27,Rejected
1407,12.28,0.27,Rejected
479,12.28,0.27,Rejected
1821,12.28,0.27,Rejected
2055,12.28,0.27,Rejected
1808,12.28,0.27,Rejected
889,12.27,0.27,Rejected
874,12.27,0.27,Rejected
1604,12.27,0.27,Rejected
1557,12.27,0.27,Rejected
448,12.26,0.27,Rejected
1570,12.25,0.27,Rejected
1182,12.25,0.27,Rejected
21,12.24,0.27,Rejected
2232,12.23,0.27,Rejected
1535,12.22,0.27,Rejected
399,12.21,0.27,Rejected
524,12.21,0.27,Rejected
2167,12.21,0.27,Rejected
1854,12.2,0.27,Rejected
1472,12.19,0.27,Rejected
1293,12.18,0.27,Rejected
1368,12.18,0.27,Rejected
1313,12.18,0.27,Rejected
1248,12.18,0.2,Rejected
2006,12.18,0.27,Rejected
1692,12.16,0.2,Rejected
939,12.16,0.27,Rejected
2427,12.16,0.27,Rejected
2040,12.16,0.27,Rejected
181,12.15,0.2,Rejected
556,12.14,0.27,Rejected
1268,12.14,0.27,Rejected
1473,12.12,0.27,Rejected
1377,12.12,0.27,Rejected
1069,12.12,0.27,Rejected
587,12.12,0.27,Rejected
1503,12.12,0.27,Rejected
1275,12.12,0.27,Rejected
60,12.12,0.27,Rejected
1983,12.11,0.2,Rejected
2239,12.11,0.27,Rejected
1269,12.1,0.27,Rejected
1844,12.1,0.27,Rejected
1020,12.1,0.27,Rejected
922,12.09,0.27,Rejected
1488,12.06,0.27,Rejected
1026,12.06,0.27,Rejected
504,12.06,0.27,Rejected
1715,12.06,0.27,Rejected
2302,12.05,0.27,Rejected
1013,12.05,0.27,Rejected
346,12.05,0.27,Rejected
971,12.04,0.27,Rejected
398,12.04,0.27,Rejected
1504,12.04,0.27,Rejected
1556,12.04,0.27,Rejected
416,12.03,0.27,Rejected
2112,12.03,0.27,Rejected
1770,12.02,0.27,Rejected
1706,12.02,0.27,Rejected
1458,12.01,0.27,Rejected
1851,12.01,0.27,Rejected
1909,12.0,0.27,Rejected
603,11.99,0.27,Rejected
1921,11.99,0.27,Rejected
134,11.98,0.27,Rejected
2315,11.98,0.27,Rejected
1072,11.98,0.27,Rejected
2352,11.98,0.27,Rejected
840,11.98,0.27,Rejected
2301,11.98,0.27,Rejected
2148,11.97,0.27,Rejected
982,11.97,0.27,Rejected
103,11.97,0.27,Rejected
1200,11.94,0.27,Rejected
1727,11.93,0.27,Rejected
1576,11.93,0.27,Rejected
1019,11.93,0.27,Rejected
1501,11.92,0.27,Rejected
2372,11.92,0.27,Rejected
42,11.91,0.27,Rejected
1528,11.91,0.27,Rejected
2437,11.91,0.27,Rejected
1905,11.9,0.27,Rejected
1547,11.9,0.27,Rejected
1205,11.89,0.27,Rejected
417,11.89,0.27,Rejected
114,11.88,0.27,Rejected
733,11.86,0.2,Rejected
1345,11.86,0.27,Rejected
678,11.85,0.27,Rejected
900,11.85,0.27,Rejected
816,11.85,0.27,Rejected
394,11.84,0.27,Rejected
1866,11.84,0.27,Rejected
876,11.84,0.27,Rejected
1864,11.84,0.27,Rejected
888,11.84,0.27,Rejected
2442,11.84,0.27,Rejected
2120,11.83,0.27,Rejected
1329,11.83,0.27,Rejected
1471,11.83,0.27,Rejected
170,11.82,0.27,Rejected
50,11.82,0.27,Rejected
798,11.81,0.27,Rejected
115,11.81,0.27,Rejected
1203,11.8,0.27,Rejected
901,11.79,0.27,Rejected
2279,11.78,0.27,Rejected
2297,11.78,0.27,Rejected
1876,11.78,0.27,Rejected
2406,11.77,0.27,Rejected
2068,11.77,0.27,Rejected
1510,11.77,0.27,Rejected
2047,11.76,0.27,Rejected
1914,11.76,0.27,Rejected
1816,11.75,0.27,Rejected
1090,11.74,0.27,Rejected
437,11.74,0.27,Rejected
1493,11.72,0.27,Rejected
1012,11.71,0.27,Rejected
1459,11.71,0.27,Rejected
378,11.71,0.27,Rejected
1170,11.7,0.27,Rejected
2286,11.7,0.27,Rejected
1354,11.7,0.27,Rejected
666,11.69,0.2,Rejected
2065,11.69,0.27,Rejected
419,11.69,0.27,Rejected
1863,11.68,0.2,Rejected
2126,11.68,0.27,Rejected
1913,11.68,0.27,Rejected
1845,11.67,0.27,Rejected
1277,11.67,0.27,Rejected
1046,11.66,0.27,Rejected
2114,11.65,0.27,Rejected
1786,11.65,0.27,Rejected
1450,11.64,0.27,Rejected
1654,11.64,0.27,Rejected
1907,11.63,0.27,Rejected
1662,11.63,0.27,Rejected
965,11.62,0.27,Rejected
342,11.62,0.27,Rejected
1339,11.61,0.2,Rejected
2254,11.6,0.27,Rejected
2075,11.6,0.27,Rejected
464,11.6,0.27,Rejected
650,11.6,0.27,Rejected
307,11.6,0.27,Rejected
2405,11.59,0.27,Rejected
828,11.59,0.27,Rejected
1357,11.58,0.27,Rejected
2303,11.58,0.27,Rejected
1923,11.57,0.27,Rejected
1462,11.56,0.27,Rejected
1872,11.55,0.27,Rejected
338,11.54,0.27,Rejected
1498,11.54,0.27,Rejected
1276,11.53,0.27,Rejected
1267,11.53,0.27,Rejected
1820,11.53,0.27,Rejected
2036,11.52,0.27,Rejected
2314,11.52,0.27,Rejected
1399,11.52,0.27,Rejected
1769,11.51,0.27,Rejected
2052,11.51,0.2,Rejected
616,11.51,0.27,Rejected
2264,11.5,0.27,Rejected
1831,11.48,0.27,Rejected
1620,11.48,0.27,Rejected
696,11.47,0.27,Rejected
2285,11.47,0.27,Rejected
727,11.45,0.27,Rejected
1536,11.45,0.27,Rejected
1825,11.45,0.27,Rejected
2259,11.44,0.27,Rejected
1241,11.43,0.27,Rejected
3,11.42,0.27,Rejected
692,11.42,0.27,Rejected
101,11.4,0.27,Rejected
1938,11.39,0.2,Rejected
698,11.38,0.27,Rejected
503,11.37,0.27,Rejected
1032,11.36,0.27,Rejected
2214,11.36,0.2,Rejected
1126,11.36,0.27,Rejected
350,11.35,0.27,Rejected
2133,11.35,0.27,Rejected
133,11.35,0.27,Rejected
2419,11.35,0.27,Rejected
2462,11.34,0.27,Rejected
1146,11.33,0.2,Rejected
423,11.32,0.27,Rejected
452,11.32,0.27,Rejected
599,11.31,0.27,Rejected
1266,11.29,0.27,Rejected
1880,11.28,0.27,Rejected
1322,11.28,0.27,Rejected
1944,11.28,0.2,Rejected
518,11.25,0.27,Rejected
421,11.24,0.27,Rejected
2426,11.23,0.2,Rejected
466,11.23,0.27,Rejected
687,11.22,0.27,Rejected
521,11.21,0.27,Rejected
1848,11.2,0.27,Rejected
620,11.2,0.2,Rejected
947,11.2,0.27,Rejected
408,11.2,0.27,Rejected
130,11.19,0.27,Rejected
2142,11.19,0.27,Rejected
2414,11.19,0.27,Rejected
588,11.18,0.2,Rejected
945,11.18,0.27,Rejected
1597,11.17,0.27,Rejected
2263,11.15,0.2,Rejected
1367,11.14,0.27,Rejected
1494,11.14,0.27,Rejected
1896,11.14,0.2,Rejected
341,11.13,0.27,Rejected
1891,11.11,0.27,Rejected
1637,11.11,0.2,Rejected
614,11.1,0.2,Rejected
2124,11.08,0.2,Rejected
1674,11.07,0.27,Rejected
1840,11.07,0.27,Rejected
2204,11.06,0.2,Rejected
366,11.06,0.27,Rejected
1857,11.06,0.27,Rejected
820,11.05,0.27,Rejected
2042,11.02,0.27,Rejected
660,11.01,0.2,Rejected
1468,11.0,0.27,Rejected
919,11.0,0.2,Rejected
80,10.96,0.2,Rejected
1449,10.96,0.27,Rejected
921,10.96,0.2,Rejected
878,10.95,0.27,Rejected
2479,10.95,0.27,Rejected
1355,10.95,0.27,Rejected
2441,10.94,0.27,Rejected
2096,10.93,0.27,Rejected
2276,10.9,0.27,Rejected
1653,10.86,0.27,Rejected
870,10.86,0.2,Rejected
45,10.85,0.2,Rejected
2396,10.85,0.27,Rejected
998,10.8,0.27,Rejected
880,10.77,0.27,Rejected
672,10.75,0.2,Rejected
190,10.73,0.2,Rejected
625,10.72,0.2,Rejected
1475,10.72,0.2,Rejected
168,10.71,0.2,Rejected
102,10.68,0.2,Rejected
2275,10.67,0.27,Rejected
1416,10.66,0.2,Rejected
639,10.66,0.2,Rejected
166,10.62,0.2,Rejected
2123,10.57,0.2,Rejected
1540,10.57,0.2,Rejected
1485,10.56,0.2,Rejected
1884,10.51,0.2,Rejected
2153,10.45,0.2,Rejected
38,10.45,0.2,Rejected
1507,10.45,0.2,Rejected
306,10.4,0.2,Rejected
1759,10.39,0.2,Rejected
2136,10.38,0.2,Rejected
1764,10.38,0.2,Rejected
1911,10.31,0.2,Rejected
1610,10.3,0.2,Rejected
2350,10.3,0.2,Rejected
1229,10.19,0.2,Rejected
279,10.19,0.2,Rejected
2309,10.09,0.2,Rejected
2085,10.08,0.2,Rejected
31,10.08,0.2,Rejected
1040,10.08,0.2,Rejected
1520,10.07,0.2,Rejected
1694,10.07,0.2,Rejected
864,10.05,0.2,Rejected
2189,10.04,0.2,Rejected
2224,10.04,0.2,Rejected
298,10.04,0.2,Rejected
1525,10.01,0.2,Rejected
1363,9.96,0.2,Rejected
826,9.94,0.2,Rejected
177,9.93,0.2,Rejected
290,9.92,0.2,Rejected
497,9.91,0.2,Rejected
950,9.91,0.2,Rejected
2228,9.91,0.2,Rejected
1242,9.89,0.2,Rejected
1920,9.88,0.2,Rejected
183,9.87,0.2,Rejected
2032,9.86,0.13,Rejected
2015,9.86,0.2,Rejected
1823,9.85,0.2,Rejected
1177,9.83,0.2,Rejected
356,9.82,0.2,Rejected
1448,9.82,0.2,Rejected
451,9.79,0.2,Rejected
2461,9.78,0.2,Rejected
509,9.73,0.2,Rejected
770,9.71,0.2,Rejected
1529,9.7,0.2,Rejected
1228,9.7,0.2,Rejected
1677,9.68,0.2,Rejected
2399,9.68,0.2,Rejected
2483,9.66,0.2,Rejected
2444,9.66,0.2,Rejected
1689,9.65,0.2,Rejected
928,9.61,0.2,Rejected
2039,9.61,0.2,Rejected
174,9.59,0.2,Rejected
890,9.59,0.2,Rejected
443,9.57,0.2,Rejected
2453,9.57,0.2,Rejected
215,9.56,0.2,Rejected
1190,9.56,0.2,Rejected
746,9.54,0.2,Rejected
1476,9.54,0.2,Rejected
1728,9.54,0.2,Rejected
2128,9.5,0.2,Rejected
1672,9.49,0.2,Rejected
314,9.49,0.2,Rejected
1089,9.47,0.2,Rejected
2341,9.46,0.2,Rejected
261,9.46,0.2,Rejected
389,9.45,0.2,Rejected
249,9.45,0.2,Rejected
1574,9.44,0.2,Rejected
40,9.44,0.2,Rejected
1810,9.44,0.2,Rejected
374,9.44,0.2,Rejected
1396,9.42,0.2,Rejected
1387,9.42,0.2,Rejected
1806,9.41,0.2,Rejected
1855,9.4,0.2,Rejected
2236,9.38,0.2,Rejected
65,9.38,0.2,Rejected
1007,9.38,0.2,Rejected
2317,9.37,0.2,Rejected
1581,9.37,0.2,Rejected
1533,9.35,0.2,Rejected
178,9.35,0.2,Rejected
1917,9.34,0.2,Rejected
1022,9.33,0.2,Rejected
2435,9.33,0.2,Rejected
861,9.31,0.2,Rejected
1915,9.29,0.2,Rejected
2271,9.28,0.2,Rejected
372,9.28,0.2,Rejected
424,9.26,0.2,Rejected
796,9.22,0.2,Rejected
1871,9.21,0.2,Rejected
591,9.2,0.2,Rejected
1454,9.2,0.2,Rejected
256,9.2,0.2,Rejected
1538,9.2,0.2,Rejected
19,9.19,0.2,Rejected
913,9.18,0.2,Rejected
1359,9.17,0.2,Rejected
1300,9.17,0.2,Rejected
855,9.14,0.2,Rejected
1202,9.1,0.13,Rejected
357,9.09,0.2,Rejected
1895,9.08,0.2,Rejected
388,9.08,0.2,Rejected
885,9.06,0.2,Rejected
808,9.05,0.2,Rejected
2182,9.03,0.2,Rejected
1524,9.03,0.2,Rejected
1622,9.03,0.2,Rejected
2138,9.03,0.2,Rejected
191,9.0,0.2,Rejected
1405,8.98,0.2,Rejected
418,8.98,0.2,Rejected
1511,8.97,0.2,Rejected
2003,8.96,0.2,Rejected
381,8.95,0.2,Rejected
160,8.95,0.2,Rejected
1023,8.94,0.2,Rejected
1434,8.94,0.2,Rejected
1249,8.94,0.2,Rejected
1829,8.93,0.2,Rejected
1107,8.92,0.2,Rejected
690,8.91,0.2,Rejected
2080,8.87,0.2,Rejected
1335,8.87,0.2,Rejected
852,8.86,0.2,Rejected
82,8.86,0.2,Rejected
736,8.86,0.2,Rejected
403,8.85,0.2,Rejected
339,8.85,0.2,Rejected
1516,8.85,0.2,Rejected
1341,8.84,0.2,Rejected
824,8.82,0.2,Rejected
112,8.78,0.2,Rejected
1486,8.76,0.2,Rejected
1030,8.76,0.2,Rejected
636,8.75,0.2,Rejected
2169,8.74,0.2,Rejected
2358,8.74,0.2,Rejected
789,8.73,0.2,Rejected
1100,8.71,0.2,Rejected
1095,8.7,0.2,Rejected
1837,8.68,0.2,Rejected
320,8.65,0.2,Rejected
401,8.63,0.2,Rejected
2021,8.63,0.2,Rejected
2195,8.62,0.2,Rejected
952,8.61,0.2,Rejected
1047,8.61,0.2,Rejected
1922,8.6,0.2,Rejected
958,8.6,0.2,Rejected
2368,8.59,0.2,Rejected
343,8.56,0.2,Rejected
400,8.56,0.2,Rejected
180,8.56,0.2,Rejected
517,8.55,0.2,Rejected
2295,8.55,0.2,Rejected
373,8.54,0.2,Rejected
2339,8.53,0.2,Rejected
2105,8.52,0.2,Rejected
1572,8.49,0.2,Rejected
2107,8.47,0.2,Rejected
369,8.47,0.2,Rejected
1156,8.43,0.13,Rejected
1159,8.41,0.2,Rejected
1446,8.41,0.2,Rejected
1835,8.39,0.2,Rejected
1910,8.39,0.2,Rejected
2366,8.38,0.2,Rejected
355,8.37,0.2,Rejected
1489,8.37,0.2,Rejected
1283,8.36,0.2,Rejected
2064,8.36,0.2,Rejected
2340,8.35,0.2,Rejected
2135,8.33,0.2,Rejected
405,8.27,0.2,Rejected
1289,8.26,0.2,Rejected
395,8.22,0.2,Rejected
2076,8.2,0.2,Rejected
1883,8.16,0.13,Rejected
2375,8.12,0.2,Rejected
2288,8.08,0.2,Rejected
1846,8.07,0.13,Rejected
1575,7.95,0.13,Rejected
23,7.81,0.13,Rejected
2171,7.75,0.13,Rejected
538,7.74,0.13,Rejected
1098,7.6,0.13,Rejected
916,7.47,0.13,Rejected
2310,7.44,0.13,Rejected
2407,7.37,0.13,Rejected
1850,7.35,0.13,Rejected
1186,7.26,0.13,Rejected
1400,7.26,0.13,Rejected
528,7.12,0.13,Rejected
411,7.1,0.13,Rejected
1169,7.1,0.13,Rejected
618,7.03,0.13,Rejected
442,6.99,0.13,Rejected
2448,6.98,0.13,Rejected
390,6.95,0.13,Rejected
1333,6.94,0.13,Rejected
930,6.91,0.13,Rejected
1039,6.91,0.13,Rejected
806,6.9,0.13,Rejected
1809,6.89,0.13,Rejected
9,6.88,0.13,Rejected
918,6.88,0.13,Rejected
995,6.83,0.13,Rejected
905,6.83,0.13,Rejected
1818,6.82,0.13,Rejected
271,6.82,0.13,Rejected
1065,6.8,0.13,Rejected
431,6.8,0.13,Rejected
1364,6.79,0.13,Rejected
904,6.79,0.13,Rejected
1708,6.71,0.13,Rejected
903,6.7,0.13,Rejected
544,6.7,0.13,Rejected
2270,6.69,0.13,Rejected
631,6.67,0.13,Rejected
1360,6.66,0.13,Rejected
2328,6.64,0.13,Rejected
1482,6.63,0.13,Rejected
1928,6.62,0.13,Rejected
954,6.62,0.13,Rejected
1838,6.61,0.13,Rejected
1033,6.61,0.13,Rejected
704,6.58,0.13,Rejected
1873,6.58,0.13,Rejected
526,6.55,0.13,Rejected
1841,6.54,0.13,Rejected
463,6.52,0.13,Rejected
1134,6.52,0.13,Rejected
543,6.49,0.13,Rejected
487,6.47,0.13,Rejected
435,6.43,0.13,Rejected
1693,6.43,0.13,Rejected
632,6.43,0.13,Rejected
2057,6.42,0.13,Rejected
264,6.39,0.13,Rejected
1615,6.39,0.13,Rejected
2446,6.39,0.13,Rejected
472,6.33,0.13,Rejected
822,6.33,0.13,Rejected
1465,6.31,0.13,Rejected
165,6.31,0.13,Rejected
2045,6.3,0.13,Rejected
1041,6.29,0.13,Rejected
322,6.28,0.13,Rejected
457,6.27,0.13,Rejected
260,6.27,0.13,Rejected
1509,6.27,0.13,Rejected
1490,6.27,0.13,Rejected
375,6.24,0.13,Rejected
364,6.21,0.13,Rejected
1812,6.2,0.13,Rejected
359,6.2,0.13,Rejected
1639,6.18,0.13,Rejected
1593,6.16,0.13,Rejected
942,6.16,0.13,Rejected
1369,6.16,0.13,Rejected
1181,6.16,0.13,Rejected
1897,6.15,0.13,Rejected
2463,6.15,0.13,Rejected
927,6.13,0.13,Rejected
1563,6.12,0.13,Rejected
2334,6.12,0.13,Rejected
413,6.07,0.13,Rejected
73,6.05,0.13,Rejected
2250,6.04,0.13,Rejected
2418,6.04,0.13,Rejected
1605,6.01,0.13,Rejected
813,6.0,0.13,Rejected
2402,5.99,0.13,Rejected
1836,5.99,0.13,Rejected
701,5.98,0.13,Rejected
340,5.98,0.13,Rejected
430,5.96,0.13,Rejected
1189,5.95,0.13,Rejected
1424,5.91,0.13,Rejected
444,5.89,0.13,Rejected
2397,5.89,0.13,Rejected
516,5.87,0.13,Rejected
2424,5.86,0.13,Rejected
358,5.86,0.13,Rejected
1120,5.85,0.13,Rejected
2091,5.81,0.13,Rejected
1426,5.78,0.13,Rejected
833,5.76,0.13,Rejected
379,5.74,0.13,Rejected
2433,5.74,0.13,Rejected
153,5.73,0.13,Rejected
409,5.7,0.13,Rejected
1892,5.68,0.13,Rejected
469,5.61,0.13,Rejected
933,5.6,0.13,Rejected
2102,5.58,0.13,Rejected
2158,5.58,0.13,Rejected
439,5.55,0.13,Rejected
1049,5.48,0.13,Rejected
520,5.46,0.13,Rejected
1508,5.46,0.13,Rejected
552,5.44,0.13,Rejected
2129,5.44,0.13,Rejected
2163,5.44,0.13,Rejected
2349,5.41,0.13,Rejected
2243,4.76,0.07,Rejected
2415,4.62,0.07,Rejected
948,4.49,0.07,Rejected
799,4.48,0.07,Rejected
387,4.37,0.07,Rejected
2307,4.3,0.07,Rejected
1967,4.25,0.07,Rejected
2152,4.16,0.07,Rejected
1410,4.15,0.07,Rejected
2277,4.14,0.07,Rejected
99,4.14,0.07,Rejected
540,4.07,0.07,Rejected
1947,4.05,0.07,Rejected
917,4.04,0.07,Rejected
428,3.93,0.07,Rejected
367,3.86,0.07,Rejected
2319,3.81,0.07,Rejected
377,3.81,0.07,Rejected
866,3.79,0.07,Rejected
1168,3.76,0.07,Rejected
1852,3.75,0.07,Rejected
376,3.71,0.07,Rejected
1077,3.7,0.07,Rejected
1457,3.65,0.07,Rejected
360,3.62,0.07,Rejected
1456,3.57,0.07,Rejected
2234,3.53,0.07,Rejected
1602,3.51,0.07,Rejected
1163,3.5,0.07,Rejected
406,3.48,0.07,Rejected
1394,3.48,0.07,Rejected
2212,3.43,0.07,Rejected
2073,3.41,0.07,Rejected
2445,3.4,0.07,Rejected
923,3.4,0.07,Rejected
1245,3.4,0.07,Rejected
426,3.37,0.07,Rejected
353,3.34,0.07,Rejected
368,3.34,0.07,Rejected
1390,3.25,0.07,Rejected
1051,3.23,0.07,Rejected
2289,3.19,0.07,Rejected
788,3.18,0.07,Rejected
240,3.13,0.07,Rejected
619,3.13,0.07,Rejected
2258,3.03,0.07,Rejected
1404,2.91,0.07,Rejected
792,2.89,0.07,Rejected
1102,2.84,0.07,Rejected
2033,2.82,0.07,Rejected
2362,2.79,0.07,Rejected
1853,2.67,0.07,Rejected
1543,1.59,0.0,Rejected
1284,1.3,0.0,Rejected
2010,1.07,0.0,Rejected
915,1.05,0.0,Rejected
1010,0.85,0.0,Rejected
391,0.81,0.0,Rejected
412,0.75,0.0,Rejected
2273,0.7,0.0,Rejected
415,0.69,0.0,Rejected
1370,0.67,0.0,Rejected
1939,0.36,0.0,Rejected
2343,0.34,0.0,Rejected
2267,0.34,0.0,Rejected
2421,0.32,0.0,Rejected
1931,0.19,0.0,Rejected
656,0.0,0.0,Rejected
937,0.0,0.0,Rejected
